text	label
berating	0
should serve as a warning	0
would not interfere	1
relegating the defense of democratic principles to a subordinate place	0
declaring a war	0
are not to be treated like those jailed by the u . s .	0
no business	0
support	1
nothing other than	0
to teach a lesson or two	0
torture	0
exalted	1
democratic achievements	1
well on his way	0
is keeping a wary eye	0
fudged	0
only create mistrust	0
illegitimate	0
should take advantage of	1
succeeded in achieving	0
have sought	1
charges being leveled	0
to endorse	1
importance of	1
has been fully supporting	1
hailed	1
deserves condemnation	0
firmly on the wrong side of international law	0
endeared him	1
orders stretching all the way back to the oval office	0
begin to feel	1
thwarted	0
a view to the contrary	0
as a patient	1
will seek	1
enemy	0
pays no attention	0
seriously threatened	0
understandable	1
supported	1
is consensus	1
neither free nor fair	0
not inclined to give way to rapture	0
are reluctant	0
ignored	0
maltreated	0
a dysfunctional space program	0
despite	0
has not once	0
wants	1
recommends	1
defensively holds up the kyoto protocol	1
welcomes	1
nod to	1
antipathy	0
not intent on revitalizing its economies	0
it 's really strange	0
in danger of removing	0
might have gone off his rocker once	0
transparent , credible , free and fair	1
urged	1
mistreated	0
spewed out	0
will find it difficult to attain	0
swore allegiance	1
should have been on the side	1
real	1
had planned	0
hand it the bill	0
criticized	0
admitted	0
denied	0
is taking the risk	0
overwhelmingly	1
a bad decision	0
the concerns	0
there is no alternative to it but conflict , isolation , nationalism , and ultimately war	0
it is a futile illusion because it is a lie	0
only ask of	1
because they seek weapons of mass destruction and have links with terrorist groups	0
natural antipathy	0
it will not be free and fair	0
is calling for	1
rejection	0
because	0
their aggressions	0
expose the cracks	0
slammed	0
ulterior motives	0
the problem is	0
an economic beacon	1
thwarting	0
its selfishness	0
came to anderson 's support	1
to resist	0
rejects	0
interests	1
return of balance	1
openly invited	1
concerned	0
accidental slight	0
was explicitly embraced	0
sought to project itself	1
meant to intimidate	0
will not	0
despite israel 's provocations	0
endorsed and supported by	1
wave of protests	0
very easily lost	0
might	0
dispute	0
the mistake is to assume	0
concerns	0
support	1
weaker side	0
smaller than small	1
if painful	0
that there is a future to be built	1
wish	1
fully grasp	1
certifiably dead	0
complicity	0
as a guarantee of stability	1
ought not	0
to support	1
promises	1
axis of evil	0
made such charges	0
who were deprived of the minimum political and human rights	0
fearing	0
unjustified escalation	0
it is reassuring to believe	1
admires	1
excessive	0
superb ability	1
collusive nexus	0
extended an olive branch	1
only abuse	0
apparently thought	1
see	0
uses a double standard in its definition of terrorism	0
we have a common destiny	1
protests	0
has displayed unrelenting resolve and confidence	1
significantly weakened	0
settlement battle	0
not even be sufficient	0
explicit statements of support for	1
greatest	0
will eat up their own vitals	0
crack down	0
the opposition members have a loaded gun at their head with mr . mugabe 's fingers on the trigger	0
hope	1
has recognized	1
to labeling	0
accused	0
overshadowing	0
axis of evil	0
integral part of the successful formula	1
mandatory	0
was critical of	0
loudly and clearly	1
understanding and support	1
very despicable act	0
prefer	1
top priority of	1
hot bed of opposition politics	0
invite	1
believes	0
spitting incident or threat	0
strengthening our economy	1
reflects widespread disgust	0
concerning their life or death	0
rigged	0
tried to resist	1
to put it mildly	0
loss of innocent lives	0
would also accelerate	1
blamed	0
has rejected	0
are still worried	0
is worrying	0
destroying the established - - eu - supported - - infrastructure	0
requires a strong leader	1
contrary opinions	0
extremely easy	0
that privilege	1
should have called government officials to account sooner	0
utmost	1
arbitrarily	0
useful	1
are against	0
significant results	1
most audacious	1
human rights violations	0
rising chinese threat	0
desire to work	1
poses a new threat	0
alleged	0
has pledged	1
peaceful protests	0
sent congress a message calling for	1
catastrophe	0
other nations may try to do the same in less dire times	0
are eager	1
said optimistically	1
knock	0
unjust	0
in the hope	1
his less illustrious colleagues	0
imperialists	0
claiming	0
well disposed	1
was not even	0
a border of peace and good neighbourliness	1
particular concern is raised	0
fear	0
calls on	1
psychological sense of isolation , domination and futility	0
failure to ratify	0
asked	1
warned	0
apparently not	0
criticized	0
anyway	0
fully back	1
would be completely blocked	0
millions of people will have to leave their homes	0
extreme right	0
dry up the roots of terrorism	1
rejected	0
spirit of cooperation and understanding	1
complained	0
peaceful unification	1
ongoing devastation	0
triggers domestic turmoil	0
appreciation	1
the support	1
far worse than those prevailing in camp x - ray	0
under the pretext of fighting terrorism	0
essentially close off international use of the station	0
opposition to	0
the danger	0
an interruption of the constitutional order	0
suffers	0
is sure	0
views itself	1
denying them the right	0
advanced a mendacious critique	0
total submission	0
bold	0
want to avoid	0
voiced his concern	0
total benefit of that has been earned by the united states	0
legitimate	1
axis of evil	0
would have exceeded his authority	0
incredibly difficult	0
false image	0
their insistence	1
stability and peace	1
calls	1
very concerned	0
defend themsleves against their oppressors	1
welcomed	1
labeling	0
getting on the nerves	0
one of the most unstable	0
advancing	1
was tired	0
terrorists	0
a success	1
hopes	1
deplored	0
rotting in afghan jails	0
taking action against	0
sitting on the sidelines	0
see themselves	1
still smarting	0
was refused	0
somewhat softens its tone	1
threatening	0
illegitimate	0
a staunch ally	1
builders	1
confidence and high esteem	1
join hands	1
the sole purpose	0
denied	0
keep alight the flame of	1
under the excuse of fighting terrorism	0
preposterous	0
cooperation	1
his friendship	1
does not help dispel the suspicions	0
to attack palestinian ambulances and kill medical teams	0
is pessimistic	0
could cause serious damage	0
pretend to be	0
asked	1
accused	0
fight terrorism alone	0
bloody	0
so - called	0
a bitter pill to swallow	0
too long	0
growing unrest	0
impossible	0
some unpalatable measures	0
voluntary	1
calls	0
oozed confidence	1
believe	1
come to its senses	1
feel at ease	1
dismissed	0
are willing to die	0
children skipping school	0
labeled	0
imperialism is the source of war	0
opposes and condemns	0
resorting to	0
advantage	1
could trigger a reaction	0
will be irresponsible	0
unable to show a modicum of internal political discipline	0
joyous	1
appreciated	1
crises	0
will be asked	1
refusal	0
these leaks had put his life in danger	0
humiliate	0
manipulation	0
one of the most terrible	0
threatened	0
support for	1
discrimination	0
terrorizing	0
see	1
if rummy booked these tough guys into a motel 6 , they 'd complain that there 's no room service	1
number one democracy	1
like	1
would expedite	1
that makes them about as dangerous as a person can be in modern times	0
can support	1
insulting	0
dangerously absolutist and simplistic stance	0
grew and grew	0
alternative '	0
looked to	1
plotting to assassinate	0
protesting	0
declined	0
willingness	1
the door remains wide open	1
had no sooner warmed the coveted seat	0
shooting unarmed civilian demonstrators in cold blood	0
drastically	0
i say to myself , 'would we allow that , if canadian troops were taken	0
dream	1
frantically making efforts	1
either they fail outright	0
wilfully ignoring	0
fall far short of	0
have pleased	1
far from perfect	0
was effective especially	1
one of the goals	1
steering the economy into disaster	0
without room for rigging	1
has heightened the suspicion	0
anxiety	0
applaud everything	0
uncertainties	0
which is the equivalent of respect for democracy	1
no longer any more of a problem for europe than the lack of development	0
how frequently	0
has been efficient enough	1
farcical - yet - provocative	0
disappointment	0
integral	1
systematically subverted democracy	0
concern	0
sign of progress	1
recommendations	1
assassinate	0
is getting little sympathy	0
provoking	0
there is need for a partnership	1
are extremely concerned	0
desperation	0
was rejected	0
make a protest	0
authoritarian or repressive	0
could no longer tolerate	0
swift criticism from	0
simply to rubber stamp	0
no longer works	0
already	0
rogue states	0
far preferable	1
were insulting to the palestinians	0
scandal of	0
praised	1
appealed for	1
plotting to bring down each other	0
calculated	0
is an act of objectionable brutality	0
sanctions busting	0
has accused	0
believe	0
designed to benefit mugabe	0
are not sometimes inclined to sacrifice these values for the good cause	0
mild and routine criticism	0
all out	1
commitment	1
dropped	0
leading a racist campaign	0
vigorously lobby	0
will	1
fairest	1
rejected	0
can never dampen or bend	1
subscribes	1
refuses	0
forced to navigate	0
only made to tarnish the image	0
express concerns	0
called on	1
only	0
an interesting idea	1
if not the perpetrator of the sabra and shatila massacres	0
made a harsh appraisal	0
accusations	0
the protest	0
nuclear club	0
puzzled	0
fairly good prospects	1
are strengthening his country 's appetite for a public campaign for change	1
understanding , cooperation and full support	1
plan	1
is desperate	0
pre - attack marker	0
how far the arab world has come	1
topple	0
it is pure rhetoric	0
feel	0
understandable	1
are bracing	0
optimistic and hopeful	1
the threats	0
several different disputes	0
proof that international law protects human beings	0
trying to inflict	0
ideal , sunny clime	1
asked	1
trying to hide	0
oppressive	0
has now approved	1
the 'axis of evil	0
our usama bin ladin	0
unwarranted	0
to exchange harsh words	0
befuddled	0
snapped at	0
wanted	1
had unanimously adopted	1
similar to those who carried out the attacks on the twin towers in new york	0
adequate	1
so make that necessary restraint .	0
a convenient electoral tool	0
oppose	0
hardline	0
totally biased	0
shabby conduct	0
very great	1
got a boost	1
wants	0
crush	0
blinding eyeglasses , masks incapacitating the mouth and nose , ear - splitting ear phones	0
what could be worse	0
lent credibility	1
refused	0
in cages	0
a stunning blow to imperialism	1
valued ally and friend	1
has refused	0
has perfectly accomplished	1
lead to questions	0
rejection	0
within tens of millions of arabs	1
immediately attacked	0
injured scores	0
current extremely perilous situation	0
have also condemned	0
historical moment	1
inhumane nature	0
protests	0
fraud	0
offering even order - of - magnitude guesses	0
sustainable development and environmental protection	1
shackled like wild animals	0
criticizes	0
incapable	0
radical	0
optimistic	1
irritate	0
persistent and deliberate fuelling	0
so - called	0
making themselves felt far from the battlefield	0
like an upholder of justice	1
to request	1
by failing to hold firm	0
there is no scope for such madness	0
reassured	1
are only	0
they 're terrorists , they 're murderers	0
will	1
sneering	0
unlawful	0
agrees	1
conspiring	0
positive	1
pose little threat	1
shortsightedness and irresponsibility	0
maintains the commonwealth 's credibility	1
denied	0
have accepted	1
but instead	0
in a risk zone	0
warned	0
good naturedly shrugged off	1
nor	0
was concerned	0
threats	0
not sure	0
could have hoped for	1
exaggerated	0
ensure the stability	1
willfulness	1
needs to cooperate	1
powder keg	0
concessions	0
our party has been genuine	1
accept	0
made the request	1
it is a sign of serious economic trouble	0
violates	0
seriously hindered	0
heavy losses	0
more concrete support	1
consensus against	0
hopes of prosecuting	1
have responded in favor	0
fulfill its pledges	1
masterminding	0
like alcatraz or devil 's island	0
forms a wretched background	0
frightening	0
something sometimes go wrong	0
camp x - ray	0
went it alone	0
meaningless	0
legitimate dissent	1
be willing	1
have issued advisories	0
to make this government fail	0
can probably never pass this test	0
new beginning	1
back on track	1
were singing and dancing to celebrate	1
stolen	0
evil	0
concern	0
giving up with india	0
unilateral	0
denunciation and rejection	0
locked in a verbal war	0
criticise	0
have raised questions	0
appropriate	1
promote	1
linked	0
adopted the most pro - taiwan posture	1
asked	1
proper	1
a national security threat	0
insists	1
plotting	0
pledged	1
were being used	0
argentines were obsessed with their past triumphs	0
if he steals	0
violated	0
wariness	0
china 's tremendous development potential	1
charges	0
successful	1
deemed	0
any step backward for democracy	0
had guaranteed	1
nonexistence	0
are considered	0
by flashing a carrot on a stick	0
bluntly criticize and oppose	0
all the global bellyaching	0
would complain	0
wanton destruction of property	0
stood a good chance	1
to warn	0
lest one lose one 's moral advantage	0
add fuel to the raging fire	0
demonizing the enemy	0
is worrying	0
give or take a trillion	0
heightened concern	0
has expressed the wish	1
we will go to war	0
those who are really behind it all , those who are behind this business , use the imf	0
targeted killing	0
has no right	0
abandoned	0
have made a difference	1
illegitimate	0
dangerous	0
wronged	0
only be averted	1
has also expressed concern	0
more eminent , neutral	1
better ways	1
fair	1
humiliation of	0
victory of justice and freedom	1
produces an illegitimate outcome	0
will consult with no one	0
criticism	0
will urge	1
threatened	0
warned	0
murder all of us	0
will pose a merciless annihilating blow	1
in order to stop the continuing decline	0
refusing to buckle	1
mix up	0
thinking	0
perhaps chaos	0
are tired	0
blair report	0
if one goes by the us logic , only the us spy plane is permitted to spy at other people 's doorsteps	0
good health system	1
would be better off	1
dissatisfaction	0
blatantly obstructed	0
losing his party 's support	0
it will not be a coup so long as the united states thinks it is not	0
safeguard peace and security	1
alarm	0
extremely easy	0
more dangerous enemies at home than elsewhere	0
the most destructive weapons	0
do not like	0
has also strongly denied	0
feel	0
the concerns voiced	0
does not appear	0
put into power their puppets	0
accusations	0
the criticism	0
will act very responsibly	1
worried	0
deterioration	0
warned	0
his goal	1
more sympathetic	0
make this request	1
all the worse	0
the possibility	1
is unequivocal in its u . s . support	1
trying to re - assert neocolonial rule	0
upgraded	1
has kept a close relationship	1
no international problem	1
even in the midst of tragedy , specially in the midst of tragedy , god is there	1
can contaminate	0
new milestone	1
support	1
worrying trend	0
abusive language	0
will not be able to take the steps absolutely necessary	0
forced	0
is likely to produce a negative effect	0
thanked	1
particularly great	0
calls for	1
have been hollering	0
only half as wild	0
we shall not retreat	0
so - called	0
ill - disciplined	0
commitments	1
his band of thugs that have brutalized the people of zimbabwe	0
invoking sanctions against	0
would do anything to avoid	0
wrong	0
in a way that can not be taken seriously	0
biggest	0
would be a positive development	1
trying to provoke protests	0
sanctity of	1
losing currency	0
favored	1
astonished	0
tacitly agreeing to ignore	0
legitimate	1
growing tendency to act first and consult later	0
supposedly	0
such baseless accusations	0
axis of evil	0
were in a foul mood	0
is subordinated to his own personal sentiments and ambition	0
have refused to recognise	0
stressed	1
was hoping	1
regained	0
environmental public spiritedness	1
recommendations	1
threat	0
high treason	0
also thought it hard to agree	0
agreed	1
that safety net will fall apart	0
should take urgent measures	1
would have been logical and acceptable if	1
protest	0
decided	0
finally rewarded	0
came forth supporting	1
immense gulf between	0
use the situation to gain the upper hand	0
to think	0
warned	0
loss of credibility	0
intentions	1
unwarranted	0
conceded	0
denunciation	0
won the support	1
had agreed	1
stiff opposition	0
isolation	0
violent enemies	0
disagree	0
see reason	1
fear and intimidation	0
has allowed itself to infringe international rules	0
is supporting	1
act of betrayal against mankind	0
manner that is reasonably consistent	1
acts of insubordination	0
concocted	0
what happened in bosnia herzegovina is being repeated on a larger scale	0
have succeeded	1
and they will get it	1
have seen such suffering	0
extremist inclinations	0
fundamentally flawed	0
within the just range	1
would not accept	0
called for	1
readiness to establish ties	1
was not killed	0
wary	0
decided	0
realized	0
wanting	1
promoted strongly	1
has taken a negative stand	0
axis of evil	0
resisted	0
danger of being shelved altogether	0
not a successful choice	0
even went so far	0
an air of indignation	0
if one prefers	1
little one can do about it	0
inaccurate	0
suffocating	0
had accepted	1
in no way	0
is considered	0
m feeling much better	1
moving rapidly toward a legal coup	0
condemnation	0
assassinating citizens it alleges have links to security activities	0
axed	0
compatriots	1
not viable	0
to stand behind it	1
attack	0
respected	1
inefficient argentine automakers	0
will be inviting	1
a pariah	0
provocative enough	0
severing all ties with the zionist enemy	0
would only have sharpened	0
is likely to prejudice	0
only interested in buying time	0
hails	1
would not accept	0
have been same ( consistent )	1
factually inaccurate	0
or so it claims	0
overlooked	0
promote	1
invited	1
was disappointed	0
complacency	0
irritated	0
value sharing	1
settlement has increased considerably	0
wise campaign strategy	1
gravity	0
gave much food for thought	0
infinitely difficult to reconcile oneself	0
number one country	0
little truth	0
in doubt	0
probably think	0
categorical moral condemnation	0
could not take any risk of ruffling the republicans	0
cooperated closely	1
incited	0
cheering	1
if we fail	0
peaceful reunification	0
is in the process of eroding	0
in satisfactory terms	1
axis of evil	0
humanely	1
suffering from some intoxication	0
one of the worst days in american history	0
condemnation	0
anti - western	0
indoctrination	0
axis of evil	0
marched against	0
it will be difficult	0
the scathing kesas report	0
is merely to entertain	0
appeared it had been done reluctantly	0
back to square one	0
he admitted he had been wrong	0
protestations	0
want to ask	1
obvious concern	0
is upset	0
favours	1
are refusing	0
courageous stand	1
threatened	0
a relief to	1
will steal	0
rejected	0
considered	0
if it is successful	0
have been extremely critical	0
cow	0
the rights and privileges that they would automatically get under geneva convention	0
as awareness increases	1
have shown reluctance	0
considers	0
rhetorical petards hurled	0
satisfied	1
is asking	1
imperialists and reactionaries	0
protection	0
complete with walls and razor wire	0
intense legal wrangling	0
under the indifferent gaze	0
high prospects	1
even more meteoric	0
caution	1
rigged the poll in favor of	0
symptom of the 23 years of war that has devastated afghanistan	0
raised further questions	0
rejected	0
burden	0
have been divested of many of their basis rights	0
israeli aggressors	0
opting for	1
gives a rat 's ass	0
was reluctant	0
does not wish	0
has rejected	0
disagrees	0
was agreed upon	1
loved ones	1
despite this	1
superior	0
sought	1
concrete support from	1
not holding any lengthy debates	0
heavily damaged	0
continued support	1
eternal scourge of corruption	0
barely scraped through	0
that 's ridiculous	0
transparent , credible , free and fair	1
absurdly	0
such wishful thinking	0
do n't think it is a wise thing	0
lambasted	0
things could be worse	1
expressed his condolences	0
threats	0
is n't exactly clear	0
hotly contested	0
axis of evil	0
respect	1
fiercely waging a fight	0
aggressively	0
excused	1
supporting	1
warm peace , not a cold peace	0
unlikely	0
reckless military oppressive attempt	0
could object	0
enormous concern	0
blatant campaign of intimidation	0
a friend	1
it would be madness to hold elections now	0
not only prejudice	0
seem logical .	0
favoring	1
has been reluctant	0
is showing signs of disquiet	0
duress	0
always great	1
stolen	0
injustice	0
constant aggressive attitude	0
have also aggravated	0
inept , abusive and authoritarian government	0
ominous sign	0
a window to the world	1
the mustard seed	1
called for	1
perpetuate	0
malicious	0
not as the ticket of last resort	1
tarnish	0
history of crimes against humanity	0
called	0
refuses to recognise	0
hardly elastic enough	0
fear	0
policy of domination in total negation of the lofty principles of morality , ethic and democracy	0
discontent	0
to mould the electoral process in his favour	0
hailed	1
typical texan mentality	0
incommunicado detentions	0
favouring independence	1
very serious	0
denunciation	0
rejection in response	0
is not fast enough	0
comfort	0
the model to follow	0
is ready to respect	1
consistently opposed	0
were wrenching	0
alone is overwhelming	0
another setback for the imf	0
roughly	0
from pulling out of	0
denies	0
criticism	0
break ' the spirit of	0
the worst	0
accused	0
budget was a disaster	0
dissatisfaction	0
is not credible	0
approve	1
opposed	0
a great hope for prosperity	1
will become one of the best elements	1
spirit of cooperation and understanding	1
should not be afraid of persecution	1
prevent any hope	0
turns a blind eye	0
sent a letter of protest	0
or think they know	0
ruined	0
lumping	0
disrespect of advice	0
steal	0
seeking benefits	1
bad treatment	0
constantly changing	0
for months	0
was remarkable	1
have made a great progress	1
the darkest hour is always before the dawn	1
its intention	1
warned	0
interfere	0
believes	1
without having any knowledge of the realities	0
now more people will be able to judge	1
supporters	1
the black hole of mazar - isharif	0
unequivocally denied	0
committed one more mistake	0
war against terrorism '	0
it could devalue and spark inflation	0
complains	0
the sound of explosions from 7 - ton bombs	0
disregarding	0
unprecedented	0
interested	1
filled with repression	0
coup - plotting	0
until the imf brought them to the point of death	0
mired in	0
as an unshakeable defender of this same justice	1
fundamental freedoms	1
already turbulent	0
humane , legal , and proper .	1
keeping its good and evil from everyone else	1
led a move to suspend	0
recalling	1
young old man	1
war on terror .	0
are getting increasingly critical	0
is of the opinion	1
new - found	0
work hard and with honesty	1
cowed	0
refused to send	0
rejects	0
debate	0
however	0
complete and blind bias toward israel	0
a little uneasy	0
democracy exhausted all its generosity	0
she was playing games	0
whatever that is	0
branded	0
hostility	0
strategic competitor	0
road that leads swiftly to the abyss	0
issuing a letter of objection	0
settle scores	0
smooth - flowing	1
particularly disturbed	0
if arafat fails to fulfill them	0
shook	0
test of patience	0
not responsible	0
has vowed	1
liberators	1
repeatedly made outrageous	0
confused	0
are concerned	0
good	1
chavez ' incapacity	0
gratitude	1
had already been rejected	0
killers	0
rapprochement between	0
if i do not save them , i do not save myself	0
criticizes	0
atmosphere of hate	0
friendship	1
overlooking	0
promoting peace and stability	1
axis of evil	0
voices can not be heard by anyone	0
finds	1
pleased	1
the protests	0
must stop war	0
no justification	0
complained	0
dosed up	0
troublemakers	0
thanks to a deft mix of populist policies , nationalist rhetoric , and political patronage	0
mastermind of the terror attacks	0
endorse	1
brutality	0
challenged	0
excited	1
would be unjust and counterproductive	0
hailed	1
will contaminate	0
israel would gain peace and security	1
were opposing	0
babysitters	0
competent	1
its crazies	0
backed	1
just in time	1
best thing	1
hoped	1
failed to give any positive response	0
appeared surprised	0
pose a threat to indonesia 's national sovereignty	0
failed	0
would be protesting	0
venezuela 's constitutional president	1
he could be very useful	1
are against the spirit	0
sees	0
warn	0
would never	0
decisions not to accept	0
absolutely impossible	0
exploding further	0
show of support	1
worthy arguments	0
may be	0
of more	0
little to offer	0
will have less room to roam	0
with grim determination	0
recognition	1
vulnerable	0
because of the misguided	0
strong base for bringing about calm and stability	1
legitimate	1
genuinely democratic constitution enshrining universally recognised norms	1
undisguised pleasure displayed	0
all but dismissed	0
radical	0
only served to deny	0
were supporting	1
children in distress	0
opposition	0
could be hobbled	0
replete with	1
marred	0
will never tolerate	0
if unexpected incidents took place to arafat 's safety	0
difficult	0
agitated	0
bring the government down in turmoil	0
poured all kinds of abusive words	0
disapprove	0
criticized	0
neutralized , heterogeneous , impatient and politically immature opposition	0
fight against	0
not only just	1
insisted	1
stolen an election	0
tragic culmination	0
protests	0
succumbed under the mighty stranglehold	0
if you 're not with us , you 're against us	0
criticized	0
when the stakes matter the most	0
limited	0
threat	0
arrogant unilateralism	0
bankrolls	0
claimed	0
optimists	1
reminiscent of the torture centres	0
to call on	1
so little information	0
tragic circus	0
suspicions	0
craving for blood	0
fears	0
balmy	1
deceptive ploys	0
wanted	1
will advance positive change	1
the suffering of	0
argentine proportions	0
will be rich in promises	1
negative	0
who are highly respected within the society	1
appeared	0
all kinds of provocative activities	0
undermining the legitimacy	0
will have trouble wriggling out of the need to explain and justify	0
needlessly	0
criticism	0
will not reopen talks	0
want	1
congratulated	1
desperate	0
thus	0
supporting	1
honoring	1
were worried	0
refuses to recognize	0
open	1
not just any lawbreaking person	0
proved ineffective	0
harm	0
axis of evil	0
highly unclear	0
very robustly	1
promises	1
gone farther and farther	0
secret	0
greater	1
in a limp cruise - director chirp	0
the us was the only judge of what was reasonable	0
failed	1
soured relations between	0
found little to object to	0
a political stratagem	0
appreciate	1
broad political consensus	1
alleges	0
now a reality	1
fairly sophisticated	1
kennels	0
goes against the tide	0
enormous implications	0
for the sake of peace	1
challenged	0
this confidence	1
has refused to make any statements	0
tense relationship between	0
wisely	1
meddling	0
comprehensive destructive policy	0
product of `western biased	0
breaks your heart	0
expression of mankind 's progress	1
vitriol	0
fomented or backed by the cia and the pentagon	0
unlawful combatants	0
not true	0
had the advantage for washington of weakening opec	1
terrorist	0
resentment	0
being discriminated against	0
forefathers	1
smiling	1
package of recommendations	1
supports	1
would care very little	0
set out	1
policy	0
breathless armchair hyperbole	0
bloody riot	0
admit	0
have been cool	0
the money well spent	1
refusal to respect its obligations	0
goat f - -	0
credited for	1
the american empire	0
thanks	1
improving	1
below minimum standards	0
week that changed the world	1
cleaved the rift between civilisations	0
to deliver official criticism	0
rigged	0
muscle - flexing	0
collective illusion	0
affinity toward	1
pessimistic again	0
artificial obstacles	0
pride	1
brilliant	1
like a dangerous virus	0
does not want to learn	0
risks	0
threats	0
promised	1
meaningful action now	1
congratulation message	1
premature	0
have wished to	1
support	1
such a concept gets us nowhere	0
repeatedly vowed	0
endorsed	1
supporters	1
will be tarnished	0
inhumane	0
appreciates	1
the further	0
strong protest and criticism	0
will be a disaster for bush	0
celebration ,	0
ignored	0
just not possible	0
playing soccer with their heads	0
worsen	0
unprecedented force	0
it is almost impossible	0
support	1
will be able to handle any kind of incident	1
to the detriment of brazil	0
neither free nor fair	0
claimed	0
was tired	0
more politely	1
demonstrations against	0
sharp divisions	0
club gitmo	0
reassurances	1
refused to receive	0
americans are good ,	0
got the nod from	1
shows solidarity with the west	1
in such a manner	0
thanked	1
turning the whole world upside down	0
such a criticism	0
miscalculate	0
such animosity	0
continues to call for	1
wrong	0
irresponsible	0
stolen	0
blindly	0
more sanctions should be imposed	0
not too bad either	1
condemned	0
fell in line with	1
demands	0
not tolerable	0
traumatized	0
contradiction between the enemy and itself	0
involves some contradictions	0
claims	0
will be welcomed	1
protests	0
was not ready to tolerate	0
opposition activists	0
continuing battle	0
are especially critical	0
could become worse	0
head off an explosive growth	1
engulfed by violence and crime	0
ready to gnaw	0
kill an american	0
islamabad is pretending they do not exist	0
not free and fair	0
are frequently embraced	1
support	1
deeper the international crisis , the better	0
neither especially virtuous	0
supports	1
so - called	0
raises new doubts	0
denounced	0
constantly aggravating	0
values	1
heckling	0
sending out a clear message of peace that is loud and clear	1
fear	0
refused to recognize	0
systematic campaign of violence and intimidation	0
the man standing in the way	0
traitor	0
unable to meet the minimum legitimate	0
failed to take decisive action	0
would improve	0
have condemned	0
in metal cages named detention centres	0
have the benefit	1
just and legitimate	1
climate of insecurity	0
real danger	0
owing allegiance	1
was swift to denounce	0
putting entire sectors of the economy out of commission	0
very , very minimal	0
have also criticised	0
as he calls it	0
lost immediately	0
will not lead to a solution	0
support	1
to promote	1
sharply criticized	0
cronies	0
raise questions	0
those who seek to attack and destroy law and order and legitimate government	0
violating	0
hand it the bill	0
torture and inhuman treatment	0
we are millimeters away from a civil war	0
is willing	1
succeeded in defeating	0
being staged under the guise of an election	0
wants	1
destroy the very foundations of the west	0
absurd	0
seek more cooperation opportunities	1
weary	0
threatened	0
would be easier	1
valiant people	1
abrupt escalation	0
protecting and promoting human rights	1
warned	0
if a rocket launch fails	0
this level of hysteria	0
claim	0
keep up the hope	1
urged	1
have criticized	0
their confusion of ends and means	0
corruption	0
the ford falcon syndrome	0
most likely	0
the support of	1
fears	0
such an	0
thought	0
have called for	1
support	1
more suffering	0
the warning	0
must avoid	0
is an unpopular means because	0
want	1
denied	0
ostracising	0
unleashed oppression	0
will not respect	0
suggestions	1
supports	1
called for	1
won the assurance	1
angry	0
falsifying history	0
disagree	0
under siege	0
has denied	0
regarded as a moderate person , compared to	0
will seek to support	1
flaunt its hostility toward	0
further push forward	1
have been completely ruled out	0
could possibly want	1
was confident	1
spirit of the geneva convention	1
refusal to classify	0
with respect to the principles of democracy and freedom	1
desire	1
has raised fears	0
government - orchestrated	0
revolutionary leaders	1
has accused	0
legal or illegal	0
confidence	1
nobody can feel free	0
chorus of protest	0
looking nervously over	0
not free and fair	0
was passionate	1
have made it possible	1
opposed	0
expected	1
was nothing but	0
support	1
to invite	1
warned	0
is interested	1
struggled to defend	0
disappointment	0
points fingers	0
incomprehension	0
pent - up opposition	0
are getting better	1
unpopular system	0
the important point	0
modern , civilized instruments of coercion	0
axis of evil	0
sent congratulations	1
fix things	1
promised	1
ridiculous	0
free hand	1
so overshadowed by the secretary 's rock star aura	0
had repeatedly asked	1
lying on a stove	0
hope	0
am pleased	1
peaceful	1
in the worst sort of way	0
made reckless threats	0
has been on edge	0
viciously spoke ill	0
wary of	0
new illustration of his character	1
it will not be easy , of course	0
most importantly constructive and positive	1
hated yankees	0
revanchism	0
alone	0
emphatically condemned	0
unwavering will	1
have to keep them happy and healthy	0
that extreme	0
condemnation	0
called for	1
convenient electoral tool	0
criticism	0
resistance	1
threats against	0
axis of evil	0
apartheid	0
rig	0
was rebuffed	0
a degree of repression	0
axis of evil	0
would not be traded away	1
i am a jailed president	0
was more than confident	1
a crime against humanity	0
are seeking	1
uproar	0
criticism	0
axis of evil argument	0
all by himself	0
grim and complicated	0
tyrannical tactics are at an end	1
have denounced	0
apparent contradiction	0
will not concur	0
adopted	1
get our american colleagues to live up to the obligation	0
be considered	1
endorsed	1
notwithstanding the labyrinth of constitutional provisions loaded against a free and fair election	0
deepened	0
an excuse to pursue another unilateral offensive	0
not putting their letterhead on anything	0
drove the united states into a corner	0
a great political triumph	1
arrogance of power	0
have urged	1
highly respected	1
some breathing room	1
attacks on the freedoms and values	0
legitimate national rights	1
wished	1
extremely dangerous	0
the last supper - - it is zanu - pf 's final feast	0
dragging its feet	0
support	1
argued	0
however	0
evil empire	0
the solidity of this argument , though , has increasingly been demolished	0
lacked conclusiveness and were not operational	0
was frustrated	0
electoral hijacking	0
state - sponsored	0
opposition	0
will fight	0
certain satisfaction	1
israeli government does its utmost to hamper the peace process	0
are false	0
the latest intimidation intended to steal the election	0
hope	1
absolutely inadmissible	0
find itself an outcast of	0
frail excuses and pretexts	0
support	1
interests	1
eating away	0
cycle of violence	0
aspirations	1
policy of terror and death	0
had asked	1
disagreed	0
the outrage	0
the dissent	0
was boycotted	0
threatens	0
certainly not raised us image	0
